,p_fx_levels,eligibility,eligibility - label,reviewer_note,available_reports,Title,URL,Description,ShortDetails,Author,Journal,Year,abstract,retraction_notes,protocol_and_reg,p_setting,p_sampling,p_sex,p_age,p_doi,p_hpi,p_pmhx_pshx,p_medications,p_osteoporosis,p_obs_gyn,p_sx_risk,p_extra_injuries,p_fx_count,p_fx_morphology,p_neurology,p_spine_pshx,p_spine_disease,i_main,i_comparison,i_assignment,o_main_analyses,Details,Resource,Type,Identifiers,Db,EntrezUID,Properties,BibliographyType,ISBN,Identifier,Volume,Number,Month,Pages,Address,Note,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,primary_screen_ts,p_sample_losses,p_allergies,p_social_hx,p_family_hx,p_other,i_rationale,i_who_where,i_care_coverage,i_alloc_conceal,i_assign_mask,i_deliv_deviations,i_crossover,i_sx_count,i_extra_sx,i_nonsx_therapy,i_time_to_sx,i_preop_wu,i_anesthesia,i_surgeon_xp,i_incision_line,i_incision_size,i_sx_retractors,i_endoscopy,i_videoscopy,i_microscopy,i_microsurgery,i_sx_navigation,i_c-arm,i_spine_toolset,i_decompression,i_reduction,i_screw_count,i_screw_config,i_post_fixat_dev,i_ven_fixat_dev,i_fus_implants,i_fus_technique,i_augmentation,i_other_implants,i_drain_policy,i_suturing,i_postop_mgmt,i_dc_plan,i_other,o_assessment,o_assess_mask,o_fu_schedule,o_fu_losses,o_nonreporting,o_sub_analyses,o_add_analyses,o_handl_mul_anal,o_covar_adjust,o_survival_anal,o_mul_measure,o_or_time,o_blood_loss,o_transfus_need,o_neurology,o_other_ae,o_hrqol,o_pain_intensity,o_pt_satisfaction,o_other_proms,o_other_croms,o_ssi,o_pacu_time,o_inpatient_stay,o_neuropath_pain,o_sepsis,o_intraop_ae,o_repeat_sx,o_readmission,o_death,o_pneumonia,o_vte,o_implant_failure,o_implant_remov,o_verterbal_kyph,o_seg_kyph,o_local_kyph,o_vertebral_ht,o_poor_union,o_kyph_corr,o_corr_loss,o_canal_stenosis,o_alignment,o_other_imaging,o_return_to_work,o_other,handl_miss_data,other_adjust,regression_anal,other_econ_anal,study_conclusions,practice_recomm,research_recomm,what_is_next,discussion,correspondence,coi_concern,miscond_concern,preib_cnfndng,preib_selection,preib_rndmztn,atib_msclssfctn,poib_deviations,poib_missing,poib_msrmnt,poib_selection
9700,,,,,,"ОЦЕНКА БЛИЖАЙШИХ И ОТДАЛЕННЫХ
РЕЗУЛЬТАТОВ ЭНДОВАСКУЛЯРНОГО
ЛЕЧЕНИЯ РАЗОРВАВШИХСЯ АНЕВРИЗМ
ВЕРТЕБРАЛЬНО-БАЗИЛЯРНОГО БАССЕЙНА
В ОСТРОМ ПЕРИОДЕ КРОВОИЗЛИЯНИЯ",https://elibrary.ru/item.asp?id=36742955,,,"Иванкова, Е.  О.; Дарвин, В.  В.; Бессмертных, М.  А.",Нейрохирургия,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36742955,20,4,,31--37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9422,,,,,,"ВНУТРИКОСТНАЯ ФИКСАЦИЯ ПЕРЕЛОМОВ
ЛОННОЙ КОСТИ ШТИФТОМ С
БЛОКИРОВАНИЕМ: ПЕРВЫЙ КЛИНИЧЕСКИЙ
ОПЫТ",https://elibrary.ru/item.asp?id=36690659,,,"Иванов, П.  А.; Заднепровский, Н.  Н.; Неведров, А.  В.; Каленский, В.  О.",Травматология и ортопедия России,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36690659,24,4,,111--120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639,,,,,,"ПЕРЕЛОМЫ НИЖНИХ КОНЕЧНОСТЕЙ У
ДЕТЕЙ С ПОСЛЕДСТВИЯМИ
СПИННОМОЗГОВЫХ ГРЫЖ",https://elibrary.ru/item.asp?id=35666384,,,"Иванов, С.  В.; Кенис, В.  М.; Прокопенко, Т.  Н.; Федосеева, А.  С.; Угурчиева, М.  А.","Ортопедия, травматология и восстановительная хирургия детского возраста",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35666384,6,3,,25--31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9798,,,,,,"КОМПЛЕКСНЫЙ ПОДХОД К ДИАГНОСТИКЕ
И ХИРУРГИЧЕСКОМУ ЛЕЧЕНИЮ
ЗАБОЛЕВАНИЙ И ТРАВМ
КОСТНО-МЫШЕЧНОЙ СИСТЕМЫ У ДЕТЕЙ С
ДИСПЛАЗИЕЙ СОЕДИНИТЕЛЬНОЙ ТКАНИ",https://elibrary.ru/item.asp?id=36894282,,,"Иванов, Ю.  Н.; Рассказов, Л.  В.; Румянцева, Г.  Н.; Крестьяшин, В.  М.; Мурга, В.  В.; Марасанов, Н.  С.",Детская хирургия,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36894282,23,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,,,,,,"СРАВНИТЕЛЬНЫЙ АНАЛИЗ
ЭФФЕКТИВНОСТИ ПРЯМОЙ И
КЛЕТОЧНО-ОПОСРЕДОВАННОЙ ГЕННОЙ
ТЕРАПИИ КРЫС С КОНТУЗИОННОЙ
ТРАВМОЙ СПИННОГО МОЗГА",https://elibrary.ru/item.asp?id=37047201,,,"Измайлов, А.  А.; Соколов, М.  Е.; Баширов, Ф.  В.; Фадеев, Ф.  О.; Маркосян, В.  А.; Гарифулин, Р.  Р.; Лисюков, А.  Н.; Кузнецов, М.  С.; Исламов, Р.  Р.",Гены и Клетки,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37047201,12,4,,53--59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9736,,,,,,"СРАВНИТЕЛЬНЫЙ АНАЛИЗ ДИНАМИКИ
НЕВРОЛОГИЧЕСКИХ НАРУШЕНИЙ У ДЕТЕЙ
С ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ
ТРАВМОЙ ПОЯСНИЧНОГО ОТДЕЛА В
ЗАВИСИМОСТИ ОТ СРОКОВ
ХИРУРГИЧЕСКОГО ВМЕШАТЕЛЬСТВА",https://elibrary.ru/item.asp?id=35086091,,,"Икоева, Г.  А.; Виссарионов, С.  В.; Баиндурашвили, А.  Г.; Кокушин, Д.  Н.; Овечкина, А.  В.; Солохина, И.  Ю.; Хусаинов, Н.  О.",Международный журнал прикладных и фундаментальных исследований,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35086091,,5,,97--103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786,,,,,,"НЕЙРОФИЗИОЛОГИЧЕСКОЕ ОБОСНОВАНИЕ
ДИФФЕРЕНЦИРОВАННОЙ РЕАБИЛИТАЦИИ У
ПАЦИЕНТОВ С ТРАВМОЙ ПОЯСНИЧНОГО
ОТДЕЛА ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=36891904,,,"Ильясевич, И.  А.; Сошникова, Е.  В.; Мазуренко, А.  Н.; Криворот, К.  А.",Весці Нацыянальнай акадэміі навук Беларусі. Серыя медыцынскіх навук,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36891904,15,4,,422--428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9713,,,,,,"ПОСТТРАВМАТИЧЕСКАЯ
РЕТРОФАРИНГЕАЛЬНАЯ ГЕМАТОМА
(КЛИНИЧЕСКИЙ СЛУЧАЙ)",https://elibrary.ru/item.asp?id=36773688,,,"Инкина, А.  В.; Мустафаев, Д.  М.",Журнал им. Н.В. Склифосовского Неотложная медицинская помощь,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36773688,7,4,,378--381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,,,,,,"ПОСТТРАВМАТИЧЕСКАЯ
РЕТРОФАРИНГЕАЛЬНАЯ ГЕМАТОМА:
КЛИНИЧЕСКОЕ НАБЛЮДЕНИЕ",https://elibrary.ru/item.asp?id=36614830,,,"Инкина, А.  В.; Мустафаев, Д.  М.",Российская оториноларингология,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36614830,,6,,124--129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486,,,,,,"ПРИНЦИПЫ ВОССТАНОВЛЕНИЯ
ПОВРЕЖДЕННЫХ ФУНКЦИЙ ПРИ
СПИНОМОЗГОВЫХ ТРАВМАХ У ДЕТЕЙ",https://elibrary.ru/item.asp?id=37249823,,,"Исхаков, О.  С.; Мещеряков, С.  В.; Новосёлова, И.  Н.; Понина, И.  В.; Мачалов, В.  А.",Российский нейрохирургический журнал им. профессора А.Л. Поленова,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37249823,10,NaN,,104--105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,,,,,,"ОСТЕОПАТИЧЕСКИЙ СТАТУС ПАЦИЕНТОВ
С НАРУШЕНИЯМИ ОСАНКИ В РАЗНЫХ
ВОЗРАСТНЫХ ГРУППАХ",https://elibrary.ru/item.asp?id=35166301,,,"Калашникова, Н.  Н.; Наумов, А.  В.; Наумова, Е.  Е.",Российский остеопатический журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35166301,,1,,76--84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,,,,,,"СЛУЧАЙ УСПЕШНОГО ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ ПАЦИЕНТКИ ПОСЛЕ КАТАТРАВМЫ
С НЕОСЛОЖНЕННЫМ НЕСТАБИЛЬНЫМ
КОМПРЕССИОННО-ОСКОЛЬЧАТЫМ
ПЕРЕЛОМОМ ТЕЛА THVII ПОЗВОНКА
(AIII) И КИФОТИЧЕСКОЙ ДЕФОРМАЦИЕЙ
МЕТОДОМ МИНИМАЛЬНО ИНВАЗИВНОЙ
СТАБИЛИЗАЦИИ СИСТЕМОЙ U-CENTUM",https://elibrary.ru/item.asp?id=36356254,,,"Калинин, А.  А.; Лазуков, М.  В.; Белова, М.  А.",Инновационная медицина Кубани,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36356254,,2,,42--46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,,,,,,"ТРАВМЫ ПОЗВОНОЧНИКА У
СПОРТСМЕНОВ",https://elibrary.ru/item.asp?id=36685713,,,"Калинина, А.  В.; Скворцов, В.  В.; Федотова, И.  В.",Медсестра,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36685713,,1,,31--33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704,,,,,,"ЭВОЛЮЦИЯ ТОЛЕРАНТНОСТИ ОРГАНИЗМОВ
ПОЙКИЛОТЕРМНЫХ ЖИВОТНЫХ К ВЫСОКОЙ
ТЕМПЕРАТУРЕ СРЕДЫ",https://elibrary.ru/item.asp?id=36297178,,,"Калинникова, Т.  Б.; Шагидуллин, Р.  Р.; Колсанова, Р.  Р.; Белова, Е.  Б.; Гайнутдинов, Т.  М.; Гайнутдинов, М.  Х.",Российский журнал прикладной экологии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36297178,,3,,38--52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9451,,,,,,"КЛИНИКО-РЕНТГЕНОЛОГИЧЕСКАЯ
ХАРАКТЕРИСТИКА ПАЦИЕНТОВ С
ЦЕРВИКАЛЬНЫМ СИНДРОМОМ ПОСЛЕ
ТРАВМЫ НАДПЛЕЧЬЯ",https://elibrary.ru/item.asp?id=35287793,,,"Калинский, Е.  Б.; Черняев, А.  В.; Слиняков, Л.  Ю.; Лычагин, А.  В.; Калинский, Б.  М.; Гончарук, Ю.  Р.",Вестник Российского государственного медицинского университета,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35287793,,2,,72--76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,,,,,,"ПОЯСНИЧНАЯ БОЛЬ - ПОВЫШЕНИЕ
ЭФФЕКТИВНОСТИ ТЕРАПИИ",https://elibrary.ru/item.asp?id=36644096,,,"Камчатнов, П.  Р.; Умарова, Х.  Я.",Медицина (Алматы),2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36644096,,12,,102--106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9390,,,,,,"ВАРИАБЕЛЬНОСТЬ ПРЕДСТАВЛЕННОСТИ И
ЛАТЕНТНОСТИ F-ВОЛНЫ У ПАЦИЕНТОВ В
РАЗНЫЕ ПЕРИОДЫ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",https://elibrary.ru/item.asp?id=37312249,,,"Каньшина, Д.  С.; Кузнецов, А.  Н.; Николаев, С.  Г.; Виноградов, О.  И.; Яковлева, Д.  В.",Нервно-мышечные болезни,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37312249,9,1,,61--66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9735,,,,,,"ТРАНЗИТОРНАЯ ИШЕМИЧЕСКАЯ АТАКА
ВСЛЕДСТВИЕ ИНТРАКРАНИАЛЬНОЙ
ДИССЕКЦИИ СРЕДНЕЙ МОЗГОВОЙ
АРТЕРИИ",https://elibrary.ru/item.asp?id=36536655,,,"Каракулова, Ю.  В.; Кулеш, А.  А.; Дробаха, В.  Е.; Сексяев, Н.  Е.",Уральский медицинский журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36536655,,11,,35--37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,,,,,,"ИСТОРИЯ РАЗВИТИЯ СПОРТИВНОЙ
МЕДИЦИНЫ",https://elibrary.ru/item.asp?id=37157970,,,"Карасаева, З.  А.",Бюллетень медицинских интернет-конференций,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37157970,8,10,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,,,,,,"ИСПОЛЬЗОВАНИЕ НЕСТЕРОИДНЫХ
ПРОТИВОВОСПАЛИТЕЛЬНЫХ ПРЕПАРАТОВ В
РЕАЛЬНОЙ КЛИНИЧЕСКОЙ ПРАКТИКЕ:
НОВЫЕ ВОЗМОЖНОСТИ",https://elibrary.ru/item.asp?id=36430043,,,"Каратеев, А.  Е.",Consilium Medicum,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36430043,20,9,,88--94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,,,,,,"ПЕРСПЕКТИВЫ АНТРОПОМОРФНОЙ
РОБОТОТЕХНИКИ В ВОССТАНОВЛЕНИИ
ПАЦИЕНТОВ ПОСЛЕ ТРАВМЫ СПИННОГО
МОЗГА (ОБЗОР ЛИТЕРАТУРЫ)",https://elibrary.ru/item.asp?id=36871048,,,"Карева, Н.  П.; Шелякина, О.  В.; Павлова, Е.  В.",Современные проблемы науки и образования,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36871048,,6,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,,,,,,"ХИРУРГИЯ ТРАВМАТИЧЕСКИХ
ПОВРЕЖДЕНИЙ ВЕРХНЕГО ШЕЙНОГО
ОТДЕЛА ПОЗВОНОЧНИКА (0-С1-С2)",https://elibrary.ru/item.asp?id=36414831,,,"Керимбаев, Т.  Т.; Алейников, В.  Г.; Урунбаев, Е.  А.; Сансызбаев, А.  Б.; Абишев, Н.  С.",Нейрохирургия и неврология Казахстана,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36414831,,1,,22--27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9848,,,,,,"АБЕРРАНТНЫЕ ОСТАТКИ ШЕРСТИСТОГО
МАМОНТА В КОЛЛЕКЦИИ МУЗЕЯ
ЛЕДНИКОВОГО ПЕРИОДА",https://elibrary.ru/item.asp?id=36290692,,,"Кириллова, И.  В.; Шидловский, Ф.  К.",Труды Зоологического института РАН,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36290692,322,3,,285--305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9592,,,,,,"ГИПОФИЗАРНЫЙ СИНДРОМ
КУШИНГА.АНАЛИЗ ВПЕРВЫЕ
ВЫЯВЛЕННЫХСЛУЧАЕВ",https://elibrary.ru/item.asp?id=35127139,,,"Кирилюк, М.  Л.; Дашук, Т.  И.; Кирилюк, Н.  В.",Международный эндокринологический журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35127139,14,2,,211--215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263,,,,,,"АЛГОРИТМ ОБУЧЕНИЯ ХОДЬБЕ В
РОБОТИЗИРОВАННОМ КОМПЛЕКСЕ
EXOATLET” СПИНАЛЬНЫХ ПАЦИЕНТОВ”",https://elibrary.ru/item.asp?id=36642991,,,"Клещунов, С.  С.; Бушков, Ф.  А.; Бобкова, С.  Н.",Известия Тульского государственного университета. Физическая культура. Спорт,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36642991,,4,,43--48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596,,,,,,"ПРИМЕНЕНИЕ ТЕХНОЛОГИИ LLIF У
ПАЦИЕНТОВ С ДЕГЕНЕРАТИВНЫМ
СКОЛИОЗОМ ПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА: АНАЛИЗ
РЕТРОСПЕКТИВНОЙ КОГОРТЫ И ОБЗОР
ЛИТЕРАТУРЫ",https://elibrary.ru/item.asp?id=35611659,,,"Климов, В.  С.; Василенко, И.  И.; Евсюков, А.  В.; Халепа, Р.  В.; Амелина, Е.  В.; Рябых, С.  О.; Рзаев, Д.  А.",Гений ортопедии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35611659,24,3,,393--403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9698,,,,,,"СЛУЧАЙ УСПЕШНОГО ЛЕЧЕНИЯ ПАЦИЕНТА
С ПОСЛЕДСТВИЯМИ ПОЛИТРАВМЫ,
ОСЛОЖНЕННОЙ ГНОЙНОЙ ИНФЕКЦИЕЙ",https://elibrary.ru/item.asp?id=36263983,,,"Клюшин, Н.  М.; Михайлов, А.  Г.; Шастов, А.  Л.; Мухтяев, С.  В.; Гаюк, В.  Д.",Политравма,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36263983,,3,,76--81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654,,,,,,"ФОРМИРОВАНИЕ АДАПТИВНЫХ И
КОМПЕНСАТОРНЫХ ВОЗМОЖНОСТЕЙ В
ПРОЦЕССЕ ВОССТАНОВЛЕНИЯ
ДВИГАТЕЛЬНЫХ ФУНКЦИЙ У
СПОРТСМЕНОВ-ГИМНАСТОВ СО
СПИННОМОЗГОВОЙ ТРАВМОЙ",https://elibrary.ru/item.asp?id=35303172,,,"Коваль, С.  Я.; Хомякова, О.  В.; Шишко, Е.  Ю.; Нагаева, Е.  И.; Кровяков, В.  Ф.",Теория и практика физической культуры,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35303172,,9,,54--56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895,,,,,,"ИНГИБИТОРЫ РЕГЕНЕРАЦИИ
ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ, ИХ
ФИЗИОЛОГИЧЕСКАЯ РОЛЬ И УЧАСТИЕ В
ПАТОГЕНЕЗЕ ЗАБОЛЕВАНИЙ",https://elibrary.ru/item.asp?id=35161419,,,"Ковражкина, Е.  А.; Стаховская, Л.  В.; Разинская, О.  Д.; Сердюк, А.  В.",Журнал неврологии и психиатрии им. C.C. Корсакова,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35161419,118,5,,143--149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9655,,,,,,"СРАВНИТЕЛЬНАЯ ОЦЕНКА АНЕСТЕЗИИ
ДЕСФЛУРАНОМ И СЕВОФЛУРАНОМ ПРИ
ХИРУРГИЧЕСКОЙ КОРРЕКЦИИ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ У
ДЕТЕЙ",https://elibrary.ru/item.asp?id=35666388,,,"Козырев, А.  С.; Александрович, Ю.  С.; Залетина, А.  В.; Иванов, М.  Д.; Павлова, М.  С.; Стрельникова, А.  С.","Ортопедия, травматология и восстановительная хирургия детского возраста",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35666388,6,3,,47--55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
