BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,,a35304040,"Наджари, Х.; Хуссейн, С.  М.; Ханфар, А.","РАЗРАБОТКА КОНСТРУКЦИИ КРЕСЛА С
ПОВЫШЕННОЙ БЕЗОПАСНОСТЬЮ ДЛЯ
ПАССАЖИРСКОГО САМОЛЕТА",Качество и жизнь,,2,,78--84,2018,,,https://elibrary.ru/item.asp?id=35304040,,,,,,,,,,,,,,,,,
7,,a37081993,"Нам, В.  А.","ОСТРОЕ ПОЧЕЧНОЕ ПОВРЕЖДЕНИЕ ПРИ
МНОЖЕСТВЕННОЙ МИЕЛОМЕ (КЛИНИЧЕСКОЕ
НАБЛЮДЕНИЕ)",Бюллетень медицинских интернет-конференций,8,8,,374,2018,,,https://elibrary.ru/item.asp?id=37081993,,,,,,,,,,,,,,,,,
7,,a37338647,"Наталия Геннадиевна, Платицына; Татьяна Викторовна, Болотнова","МИНЕРАЛЬНАЯ ПЛОТНОСТЬ КОСТНОЙ
ТКАНИ, СТАТУС ВИТАМИНА D У
ПАЦИЕНТОВ С ИШЕМИЧЕСКОЙ БОЛЕЗНЬЮ
СЕРДЦА И АРТЕРИАЛЬНОЙ
ГИПЕРТЕНЗИЕЙ",Медицинская наука и образование Урала,20,1,,36--42,2019,,,https://elibrary.ru/item.asp?id=37338647,,,,,,,,,,,,,,,,,
7,,a35510531,"Некрасов, М.  А.; Горчаков, С.  А.; Дивилина, Ю.  В.","ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ПОВРЕЖДЕНИЙ
ВЕРХНЕШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА
УДЕТЕЙ",Российский вестник перинатологии и педиатрии,63,4,,274--275,2018,,,https://elibrary.ru/item.asp?id=35510531,,,,,,,,,,,,,,,,,
7,,a35142538,"Некрасов, М.  А.; Горчаков, С.  А.; Дивилина, Ю.  В.","ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ДЕТЕЙ С
ЗАБОЛЕВАНИЯМИ И ПОВРЕЖДЕНИЯМИ
ВЕРХНЕШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА",Московская медицина,,NaN,,84--85,2017,,,https://elibrary.ru/item.asp?id=35142538,,,,,,,,,,,,,,,,,
7,,a35417502,"Нехлопочин, А.  С.; Мироненко, Т.  В.; Нехлопочин, С.  Н.","ДИНАМИКА ИНТЕНСИВНОСТИ БОЛЕВОГО
СИНДРОМА У ПАЦИЕНТОВ, ПЕРЕНЕСШИХ
ПЕРЕДНИЙ СУБАКСИАЛЬНЫЙ
СПОНДИЛОДЕЗ",Нервные болезни,,2,,32--37,2018,,,https://elibrary.ru/item.asp?id=35417502,,,,,,,,,,,,,,,,,
7,,a35095694,"Нехлопочин, С.  Н.; Нехлопочин, А.  С.; Швец, А.  И.","КЛАССИФИКАЦИЯ ИМПЛАНТАТОВ ДЛЯ
РЕКОНСТРУКЦИИ ПЕРЕДНЕЙ И СРЕДНЕЙ
ОПОРНЫХ КОЛОНН ПОЗВОНОЧНИКА",Вопросы нейрохирургии им. Н.Н. Бурденко,82,3,,97--102,2018,,,https://elibrary.ru/item.asp?id=35095694,,,,,,,,,,,,,,,,,
7,,a36476863,"Нигамадьянов, Н.  Р.; Цыкунов, М.  Б.; Лукьянов, В.  И.; Иванова, Г.  Е.","ИССЛЕДОВАНИЕ ПОКАЗАТЕЛЕЙ
БАЛЛИСТОГРАММЫ ВЕРТИКАЛЬНОЙ СТОЙКИ
МЕТОДОМ КОМПЬЮТЕРНОЙ СТАБИЛОМЕТРИИ
У ДЕТЕЙ С ОРТОПЕДИЧЕСКОЙ
ПАТОЛОГИЕЙ",Вестник восстановительной медицины,,4,,14--20,2018,,,https://elibrary.ru/item.asp?id=36476863,,,,,,,,,,,,,,,,,
7,,a36685531,"Новиков, Ю.  О.; Мохов, Д.  Е.; Шаяхметов, А.  Р.; Салахов, И.  Э.; Кинзерский, А.  А.; Кинзерский, С.  А.","УЛЬТРАЗВУКОВЫЕ КРИТЕРИИ
БИОМЕХАНИЧЕСКОЙ СОСТАВЛЯЮЩЕЙ
СОМАТИЧЕСКОЙ ДИСФУНКЦИИ ЛОКАЛЬНОГО
И РЕГИОНАЛЬНОГО УРОВНЯ ПРИ
МЫШЕЧНОЙ КРИВОШЕЕ",Российский остеопатический журнал,,3,,6--12,2018,,,https://elibrary.ru/item.asp?id=36685531,,,,,,,,,,,,,,,,,
7,,a37335835,"Новоселова, И.Н.; Салюков, Р.В.","ПРИЧИНЫ ВОЗНИКНОВЕНИЯ ПРИСТУПОВ
АВТОНОМНОЙ ДИСРЕФЛЕКСИИ У ДЕТЕЙ С
ТЯЖЕЛОЙ ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ
ТРАВМОЙ",Урологические ведомости,9,NaN,,65--66,2019,,,https://elibrary.ru/item.asp?id=37335835,,,,,,,,,,,,,,,,,
7,,a36425032,"Новосельская, Н.  А.; Кирсанова, Н.  В.; Куница, В.  В.; Гасанова, И.  Х.; Верченко, И.  А.","ДИНАМИКА СТРУКТУРНЫХ ИЗМЕНЕНИЙ
НЕРВНОГО АППАРАТА КОЖИ ПОСЛЕ
ЭКСПЕРИМЕНТАЛЬНОГО ПОВРЕЖДЕНИЯ
СПИННОГО МОЗГА",Форум молодых ученых,,8,,488--494,2018,,,https://elibrary.ru/item.asp?id=36425032,,,,,,,,,,,,,,,,,
7,,a35744288,"Нуруллина, Г.  М.; Ахмадуллина, Г.  И.","СРАВНЕНИЕ СПЕЦИФИЧНОСТИ И
ЧУВСТВИТЕЛЬНОСТИ МЕТОДОВ
ДИАГНОСТИКИ ПОСТМЕНОПАУЗАЛЬНОГО
ОСТЕОПОРОЗА У ПАЦИЕНТОВ С САХАРНЫМ
ДИАБЕТОМ 2-ГО ТИПА",Практическая медицина,,6,,130--134,2018,,,https://elibrary.ru/item.asp?id=35744288,,,,,,,,,,,,,,,,,
7,,a35649748,"Нуруллина, Г.  М.; Ахмадуллина, Г.  И.; Красноперова, О.  В.; Алексеева, М.  М.; Александрова, О.  В.; Чернова, А.  В.","ФАКТОРЫ РИСКА НИЗКОЭНЕРГЕТИЧЕСКИХ
ПЕРЕЛОМОВ У ПАЦИЕНТОВ С САХАРНЫМ
ДИАБЕТОМ 2 ТИПА",Кубанский научный медицинский вестник,25,4,,115--123,2018,,,https://elibrary.ru/item.asp?id=35649748,,,,,,,,,,,,,,,,,
7,,a36855760,"Нуруллина, Г.  М.; Ахмадуллина, Г.  И.; Маслова, И.  С.; Широбокова, И.  В.; Мерзлякова, О.  Г.; Скурихин, Н.  Г.","ТРУДНОСТИ ДИАГНОСТИКИ, ИНИЦИАЦИИ
ТЕРАПИИ ОСТЕОПОРОЗА,
ПРОГНОЗИРОВАНИЯ РИСКА
НИЗКОТРАВМАТИЧНЫХ ПЕРЕЛОМОВ У
ПАЦИЕНТОВ С САХАРНЫМ ДИАБЕТОМ2
ТИПА",Дневник казанской медицинской школы,,3,,188--193,2018,,,https://elibrary.ru/item.asp?id=36855760,,,,,,,,,,,,,,,,,
7,,a35255737,"Обельчак, И.  С.","ЛУЧЕВАЯ ДИАГНОСТИКА ПОВРЕЖДЕНИЙ
МАГИСТРАЛЬНЫХ СОСУДОВ ПРИ
ОГНЕСТРЕЛЬНОЙ БОЕВОЙ ТРАВМЕ",Хроники объединенного фонда электронных ресурсов Наука и образование,,5,,41,2018,,,https://elibrary.ru/item.asp?id=35255737,,,,,,,,,,,,,,,,,
7,,a35255739,"Обельчак, И.  С.","ЛУЧЕВАЯ ДИАГНОСТИКА ПОВРЕЖДЕНИЙ
СОСУДОВ ПРИ ОГНЕСТРЕЛЬНЫХ РАНЕНИЯХ
ГРУДНОЙ КЛЕТКИ",Хроники объединенного фонда электронных ресурсов Наука и образование,,5,,43,2018,,,https://elibrary.ru/item.asp?id=35255739,,,,,,,,,,,,,,,,,
7,,a35255738,"Обельчак, И.  С.","ЛУЧЕВАЯ ДИАГНОСТИКА СОСУДИСТОГО
РУСЛА ПРИ ОГНЕСТРЕЛЬНЫХ РАНЕНИЯХ
ШЕИ",Хроники объединенного фонда электронных ресурсов Наука и образование,,5,,42,2018,,,https://elibrary.ru/item.asp?id=35255738,,,,,,,,,,,,,,,,,
7,,a36965512,"Обухов, Д.  К.; Пущина, Е.  В.; Вараксин, А.  А.; Стуканева, М.  Е.; Цехмистренко, Т.  А.","ОСОБЕННОСТИ НЕЙРОГЕНЕЗА В ЦНС
ПОЗВОНОЧНЫХ ЖИВОТНЫХ И ЧЕЛОВЕКА:
ОТ ТЕОРИИ К ЭКСПЕРИМЕНТУ",Международный журнал прикладных и фундаментальных исследований,,1,,130--134,2019,,,https://elibrary.ru/item.asp?id=36965512,,,,,,,,,,,,,,,,,
7,,a35684193,"Огастин, Д.","РУКОВОДСТВО ПО НЕОТЛОЖНОЙ
ТРАВМАТОЛОГИЧЕСКОЙ ПОМОЩИ ITLS.
ЧАСТЬ 6. ТРАВМА ПОЗВОНОЧНИКА И
ОГРАНИЧЕНИЕ ПОДВИЖНОСТИ ПАЦИЕНТА",Врач скорой помощи,,7,,11--24,2017,,,https://elibrary.ru/item.asp?id=35684193,,,,,,,,,,,,,,,,,
7,,a35174000,"Орлов, А.  Е.; Козлов, С.  В.; Воздвиженский, М.  О.; Каганов, О.  И.; Савельев, В.  Н.; Ткачев, М.  В.; Борисов, А.  П.","УСТРОЙСТВО ДЛЯ МОБИЛИЗАЦИИ
БОЛЬШОЙ ГРУДНОЙ МЫШЦЫ ПРИ
ПОСТАНОВКЕ ЭНДОПРОТЕЗА",Медицинская техника,,3,,8--9,2018,,,https://elibrary.ru/item.asp?id=35174000,,,,,,,,,,,,,,,,,
7,,a36465270,"Орлов, И.  В.; Столбков, Ю.  К.; Герасименко, Ю.  П.","УПРАВЛЕНИЕ УСТРОЙСТВАМИ ДЛЯ
ДВИГАТЕЛЬНОЙ РЕАБИЛИТАЦИИ
ЧЕЛОВЕКА",Физиология человека,44,6,,93--103,2018,,,https://elibrary.ru/item.asp?id=36465270,,,,,,,,,,,,,,,,,
7,,a35361631,"Осипов, М.  В.","РОЛЬ ФИЗИЧЕСКОЙ РЕАБИЛИТАЦИИ В
ПРОФИЛАКТИКЕ ТРАВМ СПОРТСМЕНОК,
ЗАНИМАЮЩИХСЯ ХУДОЖЕСТВЕННОЙ
ГИМНАСТИКОЙ",Современная наука: актуальные проблемы теории и практики. Серия: Естественные и технические науки,,4,,148--150,2018,,,https://elibrary.ru/item.asp?id=35361631,,,,,,,,,,,,,,,,,
7,,a35741815,"Островский, В.  В.; Щаницын, И.  Н.","ПЕРСОНАЛИЗИРОВАННЫЙ ПОДХОД К
ДИАГНОСТИКЕ И ЛЕЧЕНИЮ ПАЦИЕНТОВ С
ПОСТТРАВМАТИЧЕСКИМИ И
ДЕГЕНЕРАТИВНЫМИ ПОРАЖЕНИЯМИ
ШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА",Саратовский научно-медицинский журнал,14,2,,244--250,2018,,,https://elibrary.ru/item.asp?id=35741815,,,,,,,,,,,,,,,,,
7,,a35337804,"Павлов, В.  Н.; Плечев, В.  В.; Сафиуллин, Р.  И.; Ишметов, В.  Ш.; Кашаев, М.  Ш.; Игнатенко, П.  В.; Архипов, А.  Н.; Рабцун, А.  А.; Сафин, Р.  Ф.; Пушкарева, А.  Э.; Благодаров, С.  И.","ПЕРВИЧНЫЕ РЕЗУЛЬТАТЫ
АОРТО-БЕДРЕННОГО ШУНТИРОВАНИЯ С
ПРИМЕНЕНИЕМ РОБОТ-АССИСТИРОВАННОЙ
ХИРУРГИЧЕСКОЙ СИСТЕМЫ DA VINCI",Креативная хирургия и онкология,8,1,,7--13,2018,,,https://elibrary.ru/item.asp?id=35337804,,,,,,,,,,,,,,,,,
7,,a36646809,"Панасюк, А.  И.; Григорьев, С.  Е.; Кондратьев, С.  А.; Григорьев, Е.  Г.","МАССИВНОЕ РЕЦИДИВНОЕ КРОВОТЕЧЕНИЕ
ИЗ РАНЫ ПЕЧЕНИ У ПОСТРАДАВШЕГО С
СОЧЕТАННЫМ КОЛОТО-РЕЗАНЫМ
ПОВРЕЖДЕНИЕМ ГРУДИ И ЖИВОТА",Политравма,,4,,60--63,2018,,,https://elibrary.ru/item.asp?id=36646809,,,,,,,,,,,,,,,,,
7,,a35692031,"Пантелеев, А.  А.; Миронов, С.  П.; Бухтин, К.  М.; Сажнев, М.  Л.; Казьмин, А.  И.; Переверзев, В.  С.; Колесов, С.  В.","ЭФФЕКТИВНОСТЬ ЧЕТЫРЕХСТЕРЖНЕВОЙ
ФИКСАЦИИ ПРИ ВЫПОЛНЕНИИ
ПЕДИКУЛЯРНОЙ СУБТРАКЦИОННОЙ
ОСТЕОТОМИИ ПОЗВОНОЧНИКА",Травматология и ортопедия России,24,3,,65--73,2018,,,https://elibrary.ru/item.asp?id=35692031,,,,,,,,,,,,,,,,,
7,,a36346145,"Пашков, Е.  В.","УЛЬТРАЗВУКОВЫЕ ВИБРОЭКСТРАКТОРЫ
ДЛЯ УДАЛЕНИЯ РЕЗЬБОВЫХ ФРАГМЕНТОВ
ТРАНСПЕДИКУЛЯРНЫХ ШУРУПОВ ИЗ
КОСТНОЙ ТКАНИ",Автоматизация и измерения в машино- приборостроении,,1,,9--15,2018,,,https://elibrary.ru/item.asp?id=36346145,,,,,,,,,,,,,,,,,
7,,a36288307,"Переверзев, Д.  И.; Погорелов, В.  В.; Симонова, Н.  В.; Доровских, В.  А.","ОПЫТ ПРИМЕНЕНИЯ ДЛИТЕЛЬНОЙ
ИНТРАТЕКАЛЬНОЙ ОПИОИДНОЙ ТЕРАПИИ В
ЛЕЧЕНИИ ФАРМАКОРЕЗИСТЕНТНОГО
НЕЙРОПАТИЧЕСКОГО БОЛЕВОГО
СИНДРОМА",Бюллетень физиологии и патологии дыхания,,69,,93--96,2018,,,https://elibrary.ru/item.asp?id=36288307,,,,,,,,,,,,,,,,,
7,,a36313558,"Петров, В.  В.; Ягудин, Д.  Р.; Ниязова, Л.  Ф.","ПОДДЕРЖАНИЕ ЗДОРОВЬЯ И
БЕЗОПАСНОСТИ ПОЗВОНОЧНИКА В РАМКАХ
СИСТЕМЫ ФИЗИЧЕСКОГО ВОСПИТАНИЯ",Доклады Башкирского университета,3,5,,592--595,2018,,,https://elibrary.ru/item.asp?id=36313558,,,,,,,,,,,,,,,,,
7,,a35019509,"Петрова, Е.  С.; Исаева, Е.  Н.; Колос, Е.  А.; Коржевский, Д.  Э.","ВАСКУЛЯРИЗАЦИЯ ПОВРЕЖДЕННОГО
НЕРВА КРЫСЫ ПОСЛЕ ПРИМЕНЕНИЯ
ЭКСПЕРИМЕНТАЛЬНОЙ КЛЕТОЧНОЙ
ТЕРАПИИ",Клеточные технологии в биологии и медицине,,1,,53--57,2018,,,https://elibrary.ru/item.asp?id=35019509,,,,,,,,,,,,,,,,,
7,,a36894331,"Петросян, А.  А.; Горинов, Е.  О.; Алюкова, Е.  С.; Яблонский, Л.  Н.; Калинин, М.  А.","РЕЗОНАНСНЫЙ СЛУЧАЙ ТЯЖЕЛОЙ
ЧЕРЕПНО-МОЗГОВОЙ ТРАВМЫ У РЕБЕНКА",Детская хирургия,23,1,,52,2019,,,https://elibrary.ru/item.asp?id=36894331,,,,,,,,,,,,,,,,,
7,,a35256568,"Пиковский, В.  Ю.","ПРОБЛЕМЫ ДОГОСПИТАЛЬНОГО ВЕДЕНИЯ
ПОСТРАДАВШИХ С ПОВРЕЖДЕНИЯМИ
ШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА",Скорая медицинская помощь,4,3,,76--77,2003,,,https://elibrary.ru/item.asp?id=35256568,,,,,,,,,,,,,,,,,
7,,a36335571,"Письменная, Е.  В.; Петрушанская, К.  А.; Шапкова, Е.  Ю.","КРИТЕРИИ ОСВОЕНИЯ НАВЫКОВ ХОДЬБЫ
В ЭКЗОСКЕЛЕТЕ У ПАЦИЕНТОВ С
ПОСЛЕДСТВИЯМИ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",Российский журнал биомеханики,22,1,,85--100,2018,,,https://elibrary.ru/item.asp?id=36335571,,,,,,,,,,,,,,,,,
7,,a36668077,"Поворознюк, В.  В.; Быстрицкая, М.  А.; Карабань, И.  Н.; Карасевич, Н.  В.","МИНЕРАЛЬНАЯ ПЛОТНОСТЬ КОСТНОЙ
ТКАНИ У ЖЕНЩИН С БОЛЕЗНЬЮ
ПАРКИНСОНА",Неврология и нейрохирургия Восточная Европа,,4,,481--490,2018,,,https://elibrary.ru/item.asp?id=36668077,,,,,,,,,,,,,,,,,
7,,a36500260,"Подгорный, О.  В.; Марей, М.  В.; Карпенко, Д.  О.; Александрова, М.  А.; Полтавцева, Р.  А.; Ревищин, А.  В.; Степанов, Г.  А.; Сухих, Г.  Т.","ИММУНОГИСТОХИМИЧЕСКОЕ
ИССЛЕДОВАНИЕ ФЕТАЛЬНЫХ
СТВОЛОВЫХ/ПРОГЕНИТОРНЫХ КЛЕТОК
МОЗГА ЧЕЛОВЕКА, ТРАНПЛАНТИРОВАННЫХ
В ТРАВМИРОВАННЫЙ СПИННОЙ МОЗГ
ВЗРОСЛЫХ КРЫС",Бюллетень экспериментальной биологии и медицины,137,4,,471--475,2004,,,https://elibrary.ru/item.asp?id=36500260,,,,,,,,,,,,,,,,,
7,,a35191966,"Подгурская, М.  Г.; Каньшина, Д.  С.; Яковлева, Д.  В.; Виноградов, О.  И.","КЛИНИКО-НЕЙРОФИЗОЛОГИЧЕСКОЕ
ИССЛЕДОВАНИЕ ТАЗОВЫХ НЕРВОВ У
ВЗРОСЛЫХ И ДЕТЕЙ С НАРУШЕНИЕМ
ФУНКЦИИ МОЧЕПОЛОВОЙ СИСТЕМЫ",Современные проблемы здравоохранения и медицинской статистики,,2,,123--135,2018,,,https://elibrary.ru/item.asp?id=35191966,,,,,,,,,,,,,,,,,
7,,a35077595,"Пономарев, Г.  В.; Скоромец, А.  А.; Краснов, В.  С.; Родионова, О.  В.; Глистенкова, Д.  Д.; Порхун, Н.  Ф.; Дамбинова, С.  А.","СОСУДИСТАЯ МИЕЛОПАТИЯ: ПРИЧИНЫ И
МЕХАНИЗМЫ, ВОЗМОЖНОСТИ ДИАГНОСТИКИ
И ЛЕЧЕНИЯ","Неврология, нейропсихиатрия, психосоматика",10,1,,12--16,2018,,,https://elibrary.ru/item.asp?id=35077595,,,,,,,,,,,,,,,,,
7,,a36300546,"Пономаренко, С.  О.; Абдуллаев, Р.  Я.","КЛИНИКО-УЛЬТРАЗВУКОВАЯ
ДИАГНОСТИКА ГРЫЖ МЕЖПОЗВОНКОВЫХ
ДИСКОВ ПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА",Український радіологічний журнал,15,4,,417--420,2007,,,https://elibrary.ru/item.asp?id=36300546,,,,,,,,,,,,,,,,,
7,,a36802640,"Попов, С.  В.; Орлов, И.  Н.; Мартов, А.  Г.; Асфандияров, Ф.  Р.; Емельяненко, А.  В.","НАШ ОПЫТ ПРИМЕНЕНИЯ
МИКРОПЕРКУТАННОЙ НЕФРОЛИТОТРИПСИИ
В ЛЕЧЕНИИ КРУПНЫХ КАМНЕЙ",Экспериментальная и клиническая урология,,4,,48--53,2018,,,https://elibrary.ru/item.asp?id=36802640,,,,,,,,,,,,,,,,,
7,,a35332787,"Попова, И.  Е.; Владимирова, Е.  С.; Коков, Л.  С.; Шарифуллин, Ф.  А.; Муслимов, Р.  Ш.; Тарабрин, Е.  А.","КОМПЬЮТЕРНО-ТОМОГРАФИЧЕСКАЯ
ДИАГНОСТИКА ПОВРЕЖДЕНИЙ ГРУДНОГО
ОТДЕЛА АОРТЫ У ПОСТРАДАВШИХ С
ТЯЖЕЛОЙ ЗАКРЫТОЙ СОЧЕТАННОЙ
ТРАВМОЙ",Российский электронный журнал лучевой диагностики,8,2,,49--57,2018,,,https://elibrary.ru/item.asp?id=35332787,,,,,,,,,,,,,,,,,
7,,a36779259,"Потапов, В.  Э.; Кошкарева, З.  В.; Сороковиков, В.  А.; Ларионов, С.  Н.; Скляренко, О.  В.; Животенко, А.  П.; Горбунов, А.  В.; Глотов, С.  Д.","ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ
ПОСТТРАВМАТИЧЕСКОГО СТЕНОЗА
ПОЗВОНОЧНОГО КАНАЛА И ДУРАЛЬНОГО
МЕШКА НА КРАНИОВЕРТЕБРАЛЬНОМ
ПЕРЕХОДЕ",Acta Biomedica Scientifica,3,6,,69--76,2018,,,https://elibrary.ru/item.asp?id=36779259,,,,,,,,,,,,,,,,,
7,,a35040142,"Правдюк, Н.  Г.; Шостак, Н.  А.","ДЕГЕНЕРАТИВНОЕ ПОРАЖЕНИЕ
ПОЗВОНОЧНИКА, АССОЦИИРОВАННОЕ С
БОЛЬЮ В СПИНЕ: МОРФОГЕНЕТИЧЕСКИЕ
АСПЕКТЫ",Клиницист,11,3,,17--22,2017,,,https://elibrary.ru/item.asp?id=35040142,,,,,,,,,,,,,,,,,
7,,a35122888,"Присенко, В.  Г.","К ВОПРОСУ О РЕАБИЛИТАЦИИ
ИНВАЛИДОВ С ТРАВМОЙ СПИННОГО МОЗГА
В УСЛОВИЯХ КУРОРТА",Вестник физиотерапии и курортологии,24,1,,125--126,2018,,,https://elibrary.ru/item.asp?id=35122888,,,,,,,,,,,,,,,,,
7,,a36932508,"Пушкин, С.  Ю.; Белоконев, В.  И.; Абашкин, Н.  Ю.; Щербаков, Д.  А.; Айрапетова, М.  П.","ПОВРЕЖДЕНИЯ ПИЩЕВОДА ПОСЛЕ
УСТРАНЕНИЯ ДЕФОРМАЦИИ ПОЗВОНОЧНИКА
РАЗЛИЧНЫМИ МЕТОДАМИ СПИНАЛЬНОЙ
ФИКСАЦИИ",Наука и инновации в медицине,,4,,50--53,2018,,,https://elibrary.ru/item.asp?id=36932508,,,,,,,,,,,,,,,,,
